id,Locatie,LAT,LONG,Fatalitate,Numar de inmatriculare,Sex
Fteliá,025 Di Loreto Crossing,41.0828211,24.1908648,false,1FMCU0F71DU750794,Male
Sunne,51 Leroy Trail,59.8445787,13.2588145,false,WA1VMAFE6AD484053,Male
Tbêng Méanchey,8 Lien Way,13.7740651,104.9856176,false,WP0AA2A81CS824485,Male
Angostura,6 Glacier Hill Pass,6.885648,-75.335829,true,4T3BA3BB0DU589008,Male
Maloma,1 Cascade Lane,15.1163904,120.0624898,true,WAUXL68E35A742142,Male
Marco,0275 Marquette Park,-3.1865586,-40.2475694,false,WAUDH78E08A124209,Male
Milanówek,47 Forster Alley,52.130314,20.6599934,true,WAUXG74FX9N866285,Female
Chai Badan,1364 Merry Hill,15.1042521,101.0768333,true,WAUDF78E95A415468,Male
Meixi,2 Londonderry Street,24.265926,116.081656,true,TRUVD38J091841645,Male
Mora,53385 Clove Lane,61.00862,14.57173,false,1FTWX3A50AE105740,Male
Cayambe,9 Fulton Trail,0.0319573,-78.1507423,false,1N6AA0CA5DN406500,Female
Ozëry,754 Swallow Point,54.8539133,38.5734956,true,1G6DC8E34E0147703,Female
Tlumach,8463 Farwell Plaza,48.8588029,24.9968117,false,WAUMF98P26A486509,Male
Promna,4 Toban Junction,51.6984754,20.934244,false,JH4CL95918C730802,Male
Heyin,87702 Waxwing Park,25.525292,108.260701,false,1G6AX5SXXF0943239,Male
Novais,755 Namekagon Pass,40.765292,-8.0704076,true,1GYS3EEJ4DR613779,Female
Bojong,570 Maple Circle,-6.9828037,109.5568089,false,3D73Y3CL1AG345540,Male
Athmuqam,2404 Nova Place,34.5871389,73.912451,false,KMHCM3ACXAU681902,Female
North Perth,99 Express Way,43.7251,-80.96723,true,1G6DK8E38C0897900,Female
Otjimbingwe,88 Hansons Terrace,-22.3531369,16.1286901,false,WA1CFAFP8FA089982,Male
Santa Cruz,353 Miller Point,13.0748879,120.7213113,false,WAUJFAFH9DN927042,Male
Daitou,2 Sauthoff Crossing,34.6911,106.221144,true,WP0CA2A82FK719127,Male
Belleville,39778 Division Point,44.165829,-77.3956004,false,3D73M4EL1BG922339,Female
Mojogajeh,64 Sachtjen Center,-7.807286,110.5860937,false,WBSDE93411B386450,Female
Kruhlaye,70 Eagle Crest Parkway,54.2395971,29.6623761,true,5J6TF1H36CL623880,Male
St. Catharines,5 Monument Trail,43.1508732,-79.2056361,false,WAULC58E52A437830,Female
Milówka,8 Summerview Point,49.5458457,19.0802389,false,WBAUP9C56DV522887,Male
Videm pri Ptuju,59 Carpenter Place,46.3698404,15.8995273,false,5UXZW0C50D0543544,Female
Guatimozín,854 Melrose Junction,-24.1955744,-65.2844271,true,WBAPM7C50AE771322,Female
Paraguarí,2 Clarendon Center,-25.6262174,-57.1520642,false,1G4GJ5G39CF764225,Female
Borik,0050 Forest Run Junction,-8.8228841,120.2570421,false,SALVP2BGXFH989435,Male
Tampocon,24243 Fordem Lane,9.8566537,123.1426191,true,WAUSF98K19A665382,Female
Gilin,69 Melvin Court,-8.351844,116.0561632,true,5GADV23137D316595,Female
Boracéia,5 Chive Lane,-22.1943942,-48.7780959,false,JTDKDTB39C1167462,Female
Carthage,1843 Oriole Trail,36.8625853,10.3329494,false,WBAEV33444P091694,Male
San Martín Zapotitlán,2034 Steensland Lane,14.6014622,-91.6087417,true,KMHTC6AD0DU046303,Male
Strasbourg,21 Mariners Cove Place,48.5851876,7.7342943,false,3GYFNKE48AS011738,Female
Bla,5799 Judy Trail,12.9549865,-5.7563151,true,1G6AB5RAXF0099266,Female
Washington,65 Pearson Way,38.9,-77.04,true,1GYS3AKJ2FR720555,Female
Luhe,1398 Golf View Lane,23.301616,115.660142,true,2FMGK5B87EB180598,Female
Linton,517 Montana Pass,54.0542238,-2.0215836,false,1G6AB5RX2E0520206,Male
Jaguariúna,184 Memorial Road,-22.7042272,-46.9855088,true,WBASN2C56AC264530,Male
Asahi,496 Blue Bill Park Park,38.1162631,140.8585745,true,5FNRL5H24EB030886,Male
Okakarara,71 Almo Circle,-20.5907049,17.4588131,false,JN1AZ4EH2DM086753,Male
Trondheim,73 Cordelia Crossing,63.4400274,10.4024274,false,WBAKX8C59CC063298,Male
Ladoang,594 Talmadge Terrace,3.7144776,96.8324201,false,2T1KU4EE6BC490655,Female
Ettelbruck,3041 Barby Way,49.84727,6.1062222,true,SCFAB01A67G270360,Female
Lubukalung,05 Blaine Trail,-0.6850063,100.3273368,false,WBABN534X3J205777,Male
Milot,8 Cardinal Trail,19.6092712,-72.2134308,true,1C4RDJEG8CC335758,Female
Železná Ruda,1635 Kipling Place,49.1449758,13.2297698,true,5N1AT2ML1FC132585,Male
Donskoye,10 Glacier Hill Junction,54.9295907,19.9482276,true,SCBDP3ZAXAC738174,Male
Cikawunggading,38 Montana Avenue,-7.7414989,108.1013637,true,WAULT68E05A917459,Female
Chicago,8 Shopko Parkway,41.9203468,-87.6433139,false,19VDE3F39DE334832,Female
Sanana,8198 Mendota Road,-2.2014533,125.9369952,true,WAUGFAFR4BA491207,Female
Matsubase,9376 Banding Crossing,32.6521604,130.675613,false,1FMJK1J51AE682804,Male
Jianghu,28 Delaware Crossing,33.1401715,119.7889248,true,TRUUT28N621821742,Male
Caluya,593 Ridgeview Court,18.1965639,120.5989577,true,JM3TB2BA4B0349908,Female
Cereté,3 Reindahl Center,8.909013,-75.9579358,true,4A4AP3AU0EE616724,Male
Ningyang,45518 Little Fleur Trail,35.758786,116.805796,false,4T3BA3BB6FU926073,Male
Petrolia,2 Schmedeman Lane,42.8818379,-82.1444338,true,5TFAW5F11FX089707,Female
Tha Uthen,42395 Reinke Terrace,17.5767798,104.5946633,true,JH4CL959X6C440054,Female
Garahan,50918 Tennyson Avenue,-8.2156978,113.9001141,true,KM8NU4CC2CU546542,Male
Bodzechów,6420 Dryden Way,50.9092557,21.4252753,true,SALVP2BGXFH931986,Male
Álimos,57 Loftsgordon Court,37.9168548,23.7186146,false,3D4PG5FV1AT760228,Male
Rutul,904 Bobwhite Avenue,41.5335463,47.4238117,true,3N1AB7AP5FL072233,Male
Nawu,2 Hermina Trail,22.00001,110.593212,true,WDBWK5EA0BF249108,Male
Hošťka,268 Kropf Place,49.6962064,12.5974678,true,1FTMF1CW1AF199142,Female
Kathu,77 Clove Terrace,7.9107391,98.3337983,true,WAUAC48H54K449310,Female
Dawusu,93 Clove Junction,51.79909,124.537673,true,WAUDH98E57A143218,Female
Lérida,07 Rutledge Lane,4.860823,-74.912667,true,WP0CB2A83CS799627,Female
Alor Setar,4511 Northridge Alley,6.1244023,100.3674801,false,2G61S5S37D9953709,Male
Gadzhiyevo,1 Graedel Road,69.242341,33.3041431,false,WAUDH98E87A641641,Female
Tyachiv,712 Manitowish Road,48.017152,23.572467,true,SALVP2BG8FH840957,Male
Jieyang,387 Loomis Circle,23.549701,116.372708,false,1D7RW3GK1BS077293,Male
Ghormach,3 Leroy Hill,35.6495457,63.9113296,false,3D73Y4CL0BG561404,Female
Ol’ginskaya,88863 Eagle Crest Center,57.8196837,28.3236956,true,1G6DL8E3XC0566751,Male
Yahe,6285 La Follette Junction,27.6616992,120.5610519,true,JTJBC1BA8A2946345,Male
Wrząsowice,810 Starling Street,49.970045,19.944654,true,1G6DG1E34E0099888,Female
Fryazino,49693 Jenna Road,55.9602597,38.0441437,false,5XYZT3LB6FG472140,Female
San Jacinto,8307 Messerschmidt Lane,9.834832,-75.120521,true,WDDEJ7GB9BA410401,Male
Montpellier,5262 Forest Dale Junction,47.3752386,-0.8453268,false,1GYS4AKJ2FR896292,Female
Limoncito,23 Norway Maple Hill,-18.0292038,-63.4021544,true,WAULT58E85A924301,Male
Seputih,10095 Pawling Pass,-8.2216521,113.804931,true,2C3CDXEJXFH112308,Female
Béboto,990 Lawn Place,8.2659713,16.9388118,false,1C6RD7PT6CS370261,Female
Xia Dawo,740 Cherokee Pass,35.001453,99.262763,true,5GADV23187D069350,Male
Shnogh,3 Becker Lane,41.150505,44.8399721,true,1G6DA67V690006730,Female
Mojo,9 Anniversary Trail,8.5870183,39.1231459,false,1GD21ZCGXBZ863322,Female
Laau,2 Old Shore Court,-9.833333,120.216667,false,3C6JD6BP7CG021991,Female
Deauville,9 Ramsey Road,49.3581406,0.0676641,true,ZHWGU5BZ6CL869532,Female
Lameira,08 Duke Park,41.0652035,-8.2418412,false,JN8AE2KP6E9505821,Male
Malasila,834 Maryland Place,14.4776308,121.0328004,true,1G6DP577150903040,Male
Jiaocha,86 Carioca Plaza,23.422152,106.681138,false,1G4HP52KX4U909366,Male
Catache,875 Schiller Hill,-6.6758708,-79.032016,false,WBA3N3C58EF312110,Male
Tanahwulan,876 Petterle Trail,-8.0038635,113.7216313,false,1G6AB5S30E0609506,Male
Jandira,2346 Kedzie Lane,-23.5307464,-46.8991995,false,1FTWW3A55AE084970,Female
Hechun,1462 Cascade Hill,21.694896,110.307347,false,SCFKDCEP5EG038621,Male
Götene,6 Nevada Alley,58.5235952,13.4953857,true,2LMDJ6JK7EB048845,Female
Xinmin,8 Blackbird Center,41.985186,122.836723,false,WAUEH94F47N965438,Male
Tarrafal,45297 Vahlen Plaza,15.2760578,-23.7484077,false,WBAVM1C53EV116808,Female
Uryupinsk,6108 Ridgeway Park,50.7326515,41.9594576,false,JTHBE1KS7B0612907,Female
Luxi,16 Valley Edge Way,27.630806,114.029827,true,4T1BF1FK7FU403962,Male
Al Fukhkhārī,53 Monument Pass,31.295228,34.333152,true,1N6AA0CC4FN260434,Female
Guimarães,8982 Hovde Place,41.4610499,-8.2673764,true,3VWC17AUXFM299617,Male
Piquete,40532 Coolidge Junction,-22.601206,-45.168166,false,1G4GH5G37DF651855,Female
Iḩsim,4 Mallard Crossing,35.7208473,36.5567371,true,WUARL48H39K428486,Male
Merton,1 Mifflin Circle,51.4255297,-0.2050566,true,WAUJC58E72A241198,Male
Mali,3314 Annamark Junction,22.601282,88.341817,false,WAUBG78E56A232008,Male
Lusaka,936 Algoma Plaza,-15.3875259,28.3228165,false,2C3CDXJG7CH592006,Female
Jiuzhou,71 Pierstorff Hill,22.2361111,113.5833333,false,WA1AM74L29D486977,Male
Calsib,51 Stang Pass,15.8463,120.272,true,WA1CYAFE4AD035949,Female
Cibeureum Kidul,51 Northland Street,-6.9069547,107.5593913,false,WBAUP7C53DV307018,Female
Perm,611 Hintze Avenue,57.9887927,56.1415665,false,WBAVA33587F129264,Male
Maqbanah,491 Valley Edge Plaza,13.6669038,43.6830966,false,1G6DC8E34E0175081,Female
Catamayo,27 Lillian Pass,-3.9879753,-79.3535714,false,WVGEP9BP6FD722120,Female
Espumoso,125 Cascade Way,-28.7245183,-52.8444231,true,1FAHP3EN5AW347820,Male
Moju,6 International Circle,-1.8844563,-48.7655306,true,5N1AN0NU5CN545213,Female
Fengshan,75084 Ridge Oak Way,24.546876,107.04219,false,5FRYD3H26EB113957,Male
Bankaw,41525 Northland Hill,14.7035936,121.0493442,false,3VWKX7AJ4BM673777,Female
Shakhtars’k,28 Hollow Ridge Way,48.0486753,38.45053,false,WBAKN9C59ED016135,Male
Demyansk,26 Center Plaza,57.6437016,32.4624195,true,1G4HP57278U360076,Male
Vale de Figueira,54556 Sycamore Road,39.305219,-8.6288405,true,SCBDC4BL6AC937333,Male
Julcamarca,29 Melody Park,-13.02483,-74.448357,true,WAUDG74F95N793066,Female
Mesquite,8 Springs Place,32.7757,-96.5983607,true,KNDJT2A53C7108576,Male
Guardizela,6121 Arapahoe Lane,41.3899483,-8.3685941,false,5N1AA0NC6CN151240,Male
Buga,74113 Gina Junction,10.7162361,122.2662848,false,1GKKRNED7FJ622447,Female
Khadan Khāk,3744 Nevada Park,30.74774,67.70846,true,1G6DK8EV9A0030469,Male
Athi River,1663 Paget Parkway,-1.4577245,36.9785033,true,WBA3A5G57DN117363,Female
Krivaja,25 Monica Park,45.8074308,19.6056613,false,WAUGVAFR2BA079550,Female
Avignon,30 Paget Crossing,47.5113895,1.820875,true,SCFAB22333K259786,Male
Dukuh Kaler,27793 Ryan Crossing,-6.3279641,106.8501157,false,WBAPH5C52BF819746,Male
Millerovo,3800 Eagan Pass,48.9292043,40.3719341,false,WBAPM5C59BE027126,Male
Pampa Hermosa,718 Moose Court,-11.0443228,-75.4694285,true,1C4RJEAG1FC391311,Male
Gujun,24716 Hooker Hill,22.0462137,111.012675,false,WBANA73515C502912,Male
Maldonado,5 Sloan Road,-34.905408,-54.9501708,false,WBA5A5C53ED924100,Male
Ciracap,5947 Colorado Place,-7.3236038,106.4641459,false,1G4GH5E35CF797804,Female
Malaruhatan,8 Lyons Drive,14.0397463,120.659505,true,1FAHP2D85DG073572,Female
Shimen,5 Chinook Pass,29.584292,111.380014,false,3C63DPJL0CG389653,Female
Mentaraman Satu,75 Butternut Drive,-8.1924285,112.7011258,false,WBAHN03578D916090,Male
Marinići,05 Coolidge Center,45.3652354,14.3926584,true,WBABS334X1J878997,Female
Kotabunan,2 David Road,0.8554519,124.6192702,true,3C3CFFAR7ET944565,Male
